MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
20,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0.0,599.0,1261.0,GasA,Ex,Y,SBrkr,1261,0,0,1261,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2.0,433.0,TA,TA,Y,0,0,0,0,288,0,,,Shed,1400,11,2008,WD,Normal
20,RL,60.0,9000,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1986.0,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal
20,RL,100.0,17500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406.0,Unf,0.0,496.0,1902.0,GasA,TA,Y,SBrkr,1902,0,0,1902,1.0,0.0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2.0,567.0,TA,TA,Y,0,207,162,0,0,0,,,,0,5,2010,WD,Normal
120,RL,41.0,4920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616.0,Unf,0.0,722.0,1338.0,GasA,Ex,Y,SBrkr,1338,0,0,1338,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2.0,582.0,TA,TA,Y,0,0,170,0,0,0,,,,0,4,2010,WD,Normal
80,RL,92.0,6930,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300.0,Rec,294.0,468.0,1062.0,GasA,Ex,Y,FuseF,1352,0,0,1352,0.0,1.0,1,0,3,1,Gd,6,Min2,0,,BuiltIn,1958.0,Unf,1.0,288.0,TA,TA,Y,168,0,294,0,0,0,,,,0,7,2006,WD,Abnorml
20,RL,50.0,9405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,0,0,698,0.0,1.0,1,0,2,1,TA,4,Typ,0,,,,,0.0,0.0,,,Y,0,200,0,0,0,0,,,,0,6,2009,WD,Normal
20,RL,70.0,7535,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,111.0,LwQ,279.0,522.0,912.0,GasA,Fa,Y,SBrkr,912,0,0,912,0.0,1.0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,Fin,1.0,297.0,TA,TA,Y,12,285,0,0,0,0,,MnWw,Shed,480,6,2007,WD,Normal
50,RL,110.0,7810,Pave,,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,930.0,GasA,Ex,Y,SBrkr,1230,525,0,1755,0.0,0.0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,1930.0,Unf,1.0,231.0,Fa,TA,Y,0,40,0,0,0,0,,,,0,11,2007,WD,Normal
120,FV,30.0,5330,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1550.0,1550.0,GasA,Ex,Y,SBrkr,1550,0,0,1550,0.0,0.0,2,1,2,1,Gd,5,Typ,0,,Attchd,2007.0,Fin,2.0,528.0,TA,TA,Y,0,102,0,0,0,0,,,,0,7,2007,New,Partial
60,RL,95.0,11787,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,719.0,Unf,0.0,660.0,1379.0,GasA,Ex,Y,SBrkr,1383,1015,0,2398,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Fin,3.0,834.0,TA,TA,Y,239,60,0,0,0,0,,,,0,8,2007,WD,Normal
20,RL,71.0,9353,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,,Shed,0,7,2006,Oth,Abnorml
60,RL,72.0,10463,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,893.0,893.0,GasA,Ex,Y,SBrkr,901,900,0,1801,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,800.0,TA,TA,Y,0,116,0,0,0,0,,,,0,6,2006,WD,Normal
60,RL,,13869,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612.0,794.0,GasA,Gd,Y,SBrkr,794,676,0,1470,0.0,1.0,2,0,3,1,TA,6,Typ,0,,Attchd,1997.0,Fin,2.0,388.0,TA,TA,Y,0,75,0,0,0,0,,,,0,7,2007,WD,Normal
20,RL,78.0,12090,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588.0,LwQ,228.0,606.0,1422.0,GasA,TA,Y,SBrkr,1422,0,0,1422,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1981.0,Fin,2.0,576.0,TA,TA,Y,276,0,0,0,0,0,,GdPrv,,0,6,2008,WD,Normal
50,RM,44.0,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,396,0,1080,0.0,0.0,1,0,3,1,Gd,5,Typ,0,,,,,0.0,0.0,,,N,0,165,30,0,0,0,,,,0,9,2008,WD,Normal
30,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,640,0,0,640,0.0,0.0,1,0,2,1,TA,5,Min1,0,,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,0,0,0,0,0,0,,,,0,4,2010,ConLD,Normal
20,RL,95.0,11578,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,1736.0,GasA,Ex,Y,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,834.0,TA,TA,Y,319,90,0,0,0,0,,,,0,7,2009,WD,Normal
60,RL,85.0,11075,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500.0,LwQ,276.0,176.0,952.0,GasA,TA,Y,SBrkr,1092,1020,0,2112,0.0,0.0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2.0,576.0,TA,TA,Y,280,0,0,0,0,0,,,,0,6,2008,WD,Normal
20,RL,70.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,0.0,292.0,1480.0,GasA,Ex,Y,SBrkr,1480,0,0,1480,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2.0,620.0,TA,TA,Y,252,73,0,0,0,0,,MnPrv,Shed,300,2,2010,WD,Normal
60,RL,59.0,9171,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,848.0,848.0,GasA,Ex,Y,SBrkr,848,750,0,1598,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,433.0,TA,TA,Y,100,48,0,0,0,0,,,,0,7,2006,WD,Normal
20,RL,110.0,14333,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,590.0,2108.0,GasA,Ex,Y,SBrkr,2122,0,0,2122,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Ex,Attchd,2007.0,Fin,3.0,938.0,TA,TA,Y,130,142,0,0,0,0,,,,0,11,2007,New,Partial
30,RM,60.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,931.0,931.0,GasA,TA,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,2,1,Gd,5,Typ,1,TA,,,,0.0,0.0,,,N,0,28,0,0,0,0,,,,0,2,2008,WD,Normal
60,RL,68.0,9272,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,Unf,0.0,342.0,842.0,GasA,Ex,Y,SBrkr,856,893,0,1749,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,140,85,0,0,0,0,,,,0,6,2006,WD,Normal
20,RL,86.0,14157,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,673.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,676.0,TA,TA,Y,178,51,0,0,0,0,,,,0,7,2007,WD,Normal
20,RM,49.0,8235,Pave,,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,TA,Y,SBrkr,825,0,0,825,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140,50,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal
60,RL,110.0,14277,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,Ex,Y,SBrkr,1217,1168,0,2385,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,228,0,0,0,0,,,,0,1,2007,WD,Normal
80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,586.0,1219.0,GasA,Gd,Y,SBrkr,1265,0,0,1265,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2.0,502.0,TA,TA,Y,0,92,0,96,0,0,,MnPrv,,0,10,2008,WD,Normal
50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,872,521,0,1393,0.0,0.0,1,1,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,1.0,300.0,TA,TA,Y,121,0,0,0,265,0,,,,0,4,2008,WD,Normal
20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,,,,0.0,0.0,,,Y,0,39,0,0,0,0,,,,0,8,2009,WD,Normal
60,RL,65.0,12438,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Ex,Y,SBrkr,795,704,0,1499,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1995.0,RFn,2.0,473.0,TA,TA,Y,413,91,0,0,0,0,,,,0,8,2006,WD,Normal
30,RM,50.0,5784,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,190.0,190.0,GasA,Gd,Y,FuseA,886,0,0,886,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1938.0,Unf,1.0,273.0,TA,TA,Y,144,20,80,0,0,0,,,,0,12,2009,WD,Normal
20,RL,,14585,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Rec,219.0,331.0,1144.0,GasA,Ex,Y,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,TA,Y,216,110,0,0,0,0,,,,0,6,2007,WD,Normal
30,RM,60.0,4800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1950.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2008,WD,Normal
60,RL,,9233,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,877.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1182.0,Unf,0.0,358.0,1540.0,GasA,Ex,Y,SBrkr,1540,1315,0,2855,1.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,2000.0,RFn,3.0,774.0,TA,TA,Y,247,55,0,0,0,0,,,,0,3,2006,WD,Normal
50,RM,60.0,5586,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,1088,110,0,1198,0.0,0.0,1,0,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,N,0,98,0,0,0,0,,MnPrv,,0,9,2008,ConLD,Abnorml
60,RL,60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,994.0,994.0,GasA,Gd,Y,SBrkr,1028,776,0,1804,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,442.0,TA,TA,Y,140,60,0,0,0,0,,,,0,6,2010,WD,Normal
80,RL,70.0,7910,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,0.0,409.0,1075.0,GasA,Gd,Y,SBrkr,1507,0,0,1507,0.0,0.0,2,0,4,1,TA,7,Maj1,0,,Basment,1960.0,Unf,1.0,404.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,8,2008,WD,Normal
20,RL,76.0,8243,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,TA,Gd,CBlock,TA,TA,No,ALQ,700.0,Unf,0.0,264.0,964.0,GasA,Ex,Y,SBrkr,964,0,0,964,0.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1985.0,Fin,2.0,784.0,TA,TA,Y,170,0,0,0,0,0,,GdPrv,,0,2,2007,WD,Normal
160,RL,24.0,2179,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,70.0,Unf,0.0,785.0,855.0,GasA,Gd,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2.0,460.0,TA,TA,Y,0,28,0,0,0,0,,,,0,7,2006,WD,Normal
60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822.0,Unf,0.0,78.0,900.0,GasA,Ex,Y,SBrkr,932,920,0,1852,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2.0,644.0,TA,TA,Y,168,108,0,0,0,0,,,,0,7,2009,New,Partial
20,RM,52.0,8626,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,,1.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,968,0,0,968,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,331.0,Fa,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD,Normal
20,RL,,11000,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740.0,Rec,230.0,184.0,1154.0,GasA,Ex,Y,SBrkr,1154,0,0,1154,0.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966.0,RFn,2.0,480.0,TA,TA,Y,0,58,0,0,0,0,,MnPrv,,0,11,2009,WD,Normal
80,RL,78.0,12090,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,Ex,Y,SBrkr,1140,728,0,1868,0.0,0.0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984.0,Fin,2.0,477.0,TA,TA,Y,268,112,0,0,147,0,,,,0,1,2007,WD,Abnorml
180,RM,21.0,1596,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,TA,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,Unf,1.0,297.0,TA,TA,Y,120,101,0,0,0,0,,GdWo,,0,11,2009,WD,Normal
20,RL,91.0,11830,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,Gd,TA,PConc,Gd,TA,No,GLQ,1220.0,Unf,0.0,322.0,1542.0,GasA,Ex,Y,SBrkr,1542,0,0,1542,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Unf,3.0,852.0,TA,TA,Y,168,110,0,0,0,0,,,,0,7,2007,New,Partial
20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,0,1336,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,0,0,,,Shed,650,8,2009,WD,Normal
60,RL,,9572,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,0.0,971.0,1453.0,GasA,Ex,Y,SBrkr,1453,1357,0,2810,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2.0,750.0,Gd,Gd,Y,500,0,0,0,0,0,,,,0,6,2007,WD,Normal
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,TA,Y,SBrkr,483,465,0,948,0.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal
75,RL,102.0,15863,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523.0,Unf,0.0,301.0,824.0,GasA,Ex,Y,SBrkr,1687,998,397,3082,1.0,0.0,2,1,5,1,TA,12,Typ,2,TA,Basment,1970.0,Fin,2.0,672.0,TA,TA,Y,136,63,0,0,0,0,,,,0,8,2009,WD,Normal
20,RL,67.0,8308,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,TA,Gd,CBlock,TA,TA,No,BLQ,132.0,LwQ,841.0,115.0,1088.0,GasA,TA,Y,SBrkr,1088,0,0,1088,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,2002.0,Unf,2.0,520.0,TA,TA,P,0,0,0,0,0,0,,,,0,6,2007,COD,Normal
20,RL,75.0,11310,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1367.0,1367.0,GasA,Ex,Y,SBrkr,1375,0,0,1375,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954.0,Unf,2.0,451.0,TA,TA,Y,0,30,0,0,0,0,,,,0,6,2006,WD,Normal
